1360289.29177895,5725.283488
1360290.24171845,5726.233504
1360290.34873035,5726.34048
1360290.94269665,5726.934496
1360291.06676585,5727.058496
1360291.50270215,5727.495488
1360291.97167665,5727.963488
1360292.68460905,5728.67648
1360293.53374675,5729.525504
1360294.31968755,5730.311488
1360295.09764915,5731.089504
1360295.39462285,5731.386496
1360296.27566125,5732.267488
1360297.08657325,5733.079488
1360297.91262405,5733.90448
1360298.34653115,5734.338496
1360298.82954335,5734.821504
1360299.26766005,5735.259488
1360300.19960625,5736.191488
1360300.98744675,5736.979488
1360301.02549175,5737.017504
1360301.79054305,5737.782496
1360302.29959915,5738.291488
1360302.65844365,5738.650496
1360303.55344075,5739.545504
1360304.38344055,5740.375488
1360305.24142525,5741.233504
1360305.77137855,5741.763488
1360305.79840065,5741.790496
1360306.43537145,5742.427488
1360307.20340065,5743.19648
1360307.58133455,5743.573504
1360308.52451525,5744.51648
1360308.86239135,5744.854496
1360309.00334255,5744.995488
1360309.45436345,5745.446496
1360309.61142025,5745.603488
1360310.47039345,5746.462496
1360311.41632665,5747.40848
1360312.17434305,5748.166496
1360313.00844285,5749.001504
1360313.81831205,5749.810496
1360314.14341875,5750.135488
1360315.00328915,5750.995488
1360315.47127105,5751.463488
1360316.28335635,5752.27648
1360316.43027715,5752.422496
1360317.36028515,5753.353504
1360318.06533185,5754.058496
1360318.50528855,5754.498496
1360319.38688195,5755.379488
1360320.15191385,5756.14448
1360320.54280015,5756.535488
1360320.97286355,5756.965504
1360321.29887995,5757.29248
1360321.93896225,5757.93248
1360322.39798715,5758.391488
1360323.14678825,5759.139488
1360323.86979205,5759.862496
1360324.15798985,5760.151488
1360324.75479455,5760.747488
1360325.68885325,5761.681504
1360326.37677435,5762.369504
1360326.61183225,5762.60448
1360326.63280085,5762.625504
1360327.03578975,5763.02848
1360327.39379415,5763.386496
1360327.93971145,5763.93248
1360328.61270175,5764.605504
1360329.00167755,5764.995488
1360329.28264485,5765.275488
1360329.90768545,5765.90048
1360330.42270945,5766.415488
1360330.59762915,5766.590496
1360331.56463285,5767.557504
1360331.78363195,5767.77648
1360332.24269685,5768.23648
1360332.89970695,5768.89248
1360333.80164405,5769.794496
1360333.89354765,5769.886496
1360334.60260215,5770.595488
1360335.53448245,5771.527488
1360336.38254895,5772.375488
1360336.96949685,5772.962496
1360337.73659665,5773.729504
1360337.75155485,5773.74448
1360338.74049605,5774.733504
1360339.25056105,5775.243488
1360339.28451845,5775.277504
1360339.78542435,5775.778496
1360340.78252305,5776.775488
1360341.20743885,5777.20048
1360341.36348185,5777.35648
1360342.02142895,5778.014496
1360342.19340195,5778.186496
1360343.09635025,5779.089504
1360343.23636725,5779.229504
1360343.33942655,5779.33248
1360344.18037365,5780.173504
1360344.23643375,5780.229504
1360344.6934204,5780.685504
1360345.2991894,5781.291488
1360345.5661701,5781.558496
1360345.881133,5781.873504
1360346.0580917,5782.050496
1360346.3171591,5782.309504
1360346.5891542,5782.581504
1360346.8190827,5782.811488
1360347.2841244,5783.27648
1360347.3941419,5783.386496
1360347.5990603,5783.591488
1360348.3940442,5784.386496
1360349.2521447,5785.24448
1360349.8980771,5785.890496
1360350.4880789,5786.48048
1360351.1600732,5787.15248
1360351.2610043,5787.253504
1360351.363069,5787.355488
1360351.8481166,5787.84048
1360351.8650289,5787.857504
1360352.2990371,5788.291488
1360353.16793,5789.16048
1360353.6800238,5789.67248
1360353.8529358,5789.845504
1360354.2430247,5790.235488
1360355.1140055,5791.106496
1360355.5829993,5791.575488
1360356.4409762,5792.433504
1360357.4439121,5793.43648
1360357.5199967,5793.51248
1360357.6220109,5793.614496
1360357.9809141,5793.973504
1360358.7998974,5794.79248
1360359.6588727,5795.651488
1360360.3119527,5796.30448
1360360.4108347,5796.403488
1360361.0948778,5797.08848
1360361.6287746,5797.621504
1360362.0548588,5798.047488
1360362.5518217,5798.54448
1360363.3018592,5799.294496
1360364.0507663,5800.043488
1360364.0978277,5800.090496
