LSL,Harp
1211646.9914554,5311.92448
1211647.9433734,5312.87648
1211648.6375185,5313.570496
1211649.6312432,5314.563488
1211650.4004517,5315.333504
1211651.1021931,5316.034496
1211651.1964348,5316.129504
1211651.523329,5316.455488
1211652.0382562,5316.970496
1211652.4972934,5317.429504
1211653.3572498,5318.289504
1211654.1971508,5319.129504
1211654.8831141,5319.815488
1211655.0661841,5319.998496
1211656.0261509,5320.958496
1211656.2581362,5321.190496
1211656.9403134,5321.873504
1211657.5830837,5322.515488
1211658.2861922,5323.219488
1211658.3750267,5323.307488
1211659.0431938,5323.975488
1211659.2001635,5324.13248
1211659.3230273,5324.255488
1211659.4492185,5324.381504
1211660.3072827,5325.239488
1211660.3230032,5325.255488
1211660.9291736,5325.861504
1211661.2191168,5326.151488
1211662.1100941,5327.042496
1211662.5300354,5327.463488
1211662.6240792,5327.55648
1211663.0890439,5328.021504
1211663.8749684,5328.807488
1211664.804944,5329.737504
1211665.4280422,5330.36048
1211665.6931031,5330.626496
1211666.0090247,5330.941504
1211666.632005,5331.56448
1211666.9430755,5331.87648
1211667.4649654,5332.397504
1211667.8269501,5332.759488
1211668.2569721,5333.189504
1211668.6489057,5333.581504
1211669.4509371,5334.383488
1211669.7289542,5334.662496
1211669.8340035,5334.767488
1211670.1648358,5335.097504
1211670.2259672,5335.158496
1211670.4428315,5335.375488
1211671.2428859,5336.175488
1211672.166877,5337.099488
1211672.7628174,5337.695488
1211673.3728617,5338.305504
1211673.9368365,5338.869504
1211674.3427918,5339.275488
1211674.7298157,5339.662496
1211675.5698041,5340.502496
1211676.1378057,5341.070496
1211676.2728388,5341.205504
1211677.02884,5341.961504
1211677.1317532,5342.06448
1211677.9616962,5342.894496
1211678.3976733,5343.330496
1211678.4916889,5343.42448
1211678.8616937,5343.794496
1211679.2606688,5344.193504
1211679.3276791,5344.26048
1211680.0787171,5345.011488
1211680.6337035,5345.566496
1211681.3387086,5346.271488
1211682.276693,5347.209504
1211682.3247285,5347.257504
1211682.665729,5347.598496
1211682.8755951,5347.80848
1211683.602516,5348.535488
1211683.8496634,5348.782496
1211684.6316426,5349.56448
1211684.9787012,5349.911488
1211685.8355326,5350.76848
1211686.6006892,5351.534496
1211687.3035612,5352.23648
1211687.8536403,5352.786496
1211687.9306501,5352.86448
1211688.0236562,5352.957504
1211688.5416232,5353.475488
1211689.0544362,5353.987488
1211689.9126261,5354.845504
1211690.1345017,5355.06848
1211690.6625869,5355.59648
1211690.9004813,5355.833504
1211691.3374489,5356.270496
1211692.0885191,5357.021504
1211692.5845572,5357.518496
1211693.163458,5358.097504
1211693.5863968,5358.519488
1211694.1364664,5359.069504
1211695.1324591,5360.065504
1211695.4484007,5360.381504
1211695.8804309,5360.814496
1211696.7715605,5361.705504
1211696.83449935,5361.76848
1211697.41141355,5362.345504
1211697.92840185,5362.862496
1211698.44742215,5363.38048
1211699.32036645,5364.253504
1211700.19631315,5365.129504
1211700.45953885,5365.393504
1211700.87739125,5365.810496
1211701.71930785,5366.65248
1211701.88121575,5366.814496
1211702.50532455,5367.438496
1211703.00325755,5367.93648
1211703.71318265,5368.646496
1211704.10316395,5369.03648
1211704.14825095,5369.081504
1211704.71117925,5369.64448
1211705.46430425,5370.397504
1211705.80825345,5370.741504
1211706.38331725,5371.31648
1211707.24308425,5372.17648
1211707.79225695,5372.726496
1211708.63617385,5373.570496
1211708.86713255,5373.80048
1211709.19422825,5374.127488
1211709.46009115,5374.393504
1211709.65715055,5374.590496
1211710.21708145,5375.150496
1211710.98109355,5375.915488
1211711.77122825,5376.705504
1211711.96008685,5376.893504
1211712.23110995,5377.16448
1211712.70895075,5377.642496
1211713.61730585,5378.551488
1211714.58804955,5379.521504
1211715.30299195,5380.23648
1211715.45208725,5380.385504
1211715.48104605,5380.414496
1211716.05710085,5380.990496
1211716.27808325,5381.211488
1211716.92910025,5381.862496
1211717.18010075,5382.113504
1211717.64914815,5382.583488
1211718.02301555,5382.95648
1211718.40095035,5383.334496
1211719.03893465,5383.97248
1211719.99084885,5384.92448
1211720.03785185,5384.971488
1211720.15695105,5385.090496
1211720.68000345,5385.614496
1211721.53778465,5386.471488
1211722.33497185,5387.269504
1211722.99284935,5387.926496
1211723.73185615,5388.665504
1211724.31984945,5389.253504
1211724.67391835,5389.607488
1211724.88178825,5389.815488
1211725.22978985,5390.163488
1211725.42781675,5390.361504
1211725.69374475,5390.627488
1211726.39780645,5391.331488
1211726.71482315,5391.649504
1211727.21069245,5392.14448
1211727.83579645,5392.769504
1211728.49164865,5393.425504
1211729.40075025,5394.334496
1211729.53967355,5394.473504
1211730.14881075,5395.082496
1211730.89882095,5395.83248
1211731.58574895,5396.519488
1211732.50876275,5397.442496
1211733.05580075,5397.989504
1211733.22961455,5398.163488
1211733.35267655,5398.287488
1211734.29759615,5399.231488
1211734.90155705,5399.835488
1211734.99361555,5399.927488
1211735.47570165,5400.409504
1211736.35557075,5401.289504
1211737.05475595,5401.98848
1211737.38671375,5402.321504
1211737.53856865,5402.47248
1211737.99168645,5402.926496
1211738.24155525,5403.175488
1211739.19789045,5404.13248
1211739.58660095,5404.521504
1211740.20858435,5405.143488
1211740.96157565,5405.895488
1211741.28958455,5406.223488
1211741.93049655,5406.86448
1211742.44396615,5407.378496
1211743.25551325,5408.190496
1211744.11061035,5409.045504
1211744.42949185,5409.363488
1211744.96135315,5409.895488
1211745.30542925,5410.239488
1211746.07044615,5411.00448
1211746.91242275,5411.846496
1211747.64538995,5412.579488
1211748.10942045,5413.04448
1211748.60155175,5413.535488
1211748.94438405,5413.878496
1211749.25138645,5414.185504
1211749.68240385,5414.61648
1211750.30520225,5415.239488
1211750.61835525,5415.55248
1211751.24426205,5416.178496
1211751.77230315,5416.706496
1211752.56959605,5417.50448
1211753.56631965,5418.50048
1211753.82141295,5418.75648
1211754.55628885,5419.490496
1211755.04125045,5419.975488
1211755.53824615,5420.47248
1211756.48428025,5421.418496
1211757.02224605,5421.957504
1211757.89120245,5422.825504
1211758.14715285,5423.081504
1211758.81922505,5423.754496
1211759.10013775,5424.034496
1211759.40015735,5424.334496
1211759.80818265,5424.742496
1211760.09011635,5425.02448
1211760.21213095,5425.146496
1211760.39914325,5425.333504
1211760.50916815,5425.443488
1211761.21013165,5426.14448
1211762.07812105,5427.01248
1211762.67104295,5427.605504
1211763.27416955,5428.20848
1211764.13201805,5429.066496
1211764.38410855,5429.318496
1211765.14712565,5430.081504
1211765.56197695,5430.49648
1211765.77303245,5430.707488
1211766.75816985,5431.693504
1211767.61904565,5432.553504
1211767.65104795,5432.585504
1211768.28700635,5433.222496
1211768.93001725,5433.86448
1211769.69496085,5434.629504
1211769.80395555,5434.738496
1211770.76304125,5435.697504
1211771.10786305,5436.042496
1211771.48202865,5436.41648
1211772.25899575,5437.193504
1211772.58592955,5437.521504
1211772.94390545,5437.879488
1211773.33988525,5438.274496
1211774.34288575,5439.277504
1211774.82482605,5439.759488
1211775.333833,5440.269504
1211775.5068152,5440.441504
1211775.9719974,5440.907488
1211776.1538484,5441.08848
1211776.257834,5441.19248
1211776.3317574,5441.266496
1211776.5119812,5441.447488
1211776.7727709,5441.707488
1211777.2937719,5442.22848
1211777.9128167,5442.847488
1211778.6937357,5443.62848
1211779.6338213,5444.56848
1211779.845855,5444.78048
1211779.9817919,5444.91648
1211779.9956573,5444.930496
1211780.9827684,5445.917504
1211781.0538987,5445.989504
1211781.3597309,5446.294496
1211782.3227415,5447.257504
1211783.0146683,5447.949504
1211783.849647,5448.78448
1211784.4926667,5449.427488
1211784.5426636,5449.477504
1211785.0536593,5449.98848
1211785.2567202,5450.191488
1211785.716745,5450.651488
1211786.661653,5451.597504
1211787.4166563,5452.351488
1211787.8237694,5452.759488
1211788.6167222,5453.55248
1211788.9786644,5453.913504
1211789.4605372,5454.395488
1211790.0736631,5455.00848
1211790.1966143,5455.131488
1211790.5395173,5455.474496
1211790.6204902,5455.555488
1211790.9354432,5455.870496
1211791.1635679,5456.098496
1211791.2755109,5456.210496
1211792.2025772,5457.138496
1211792.881734,5457.817504
1211793.6644855,5458.599488
1211793.7974357,5458.73248
1211793.8097309,5458.745504
1211794.8044774,5459.739488
1211794.9826266,5459.918496
1211795.7324812,5460.667488
1211795.9353965,5460.870496
1211796.2954478,5461.230496
1211797.0885444,5462.02448
1211797.35144085,5462.286496
1211797.41235465,5462.347488
1211797.85480095,5462.789504
1211798.17748755,5463.113504
1211798.83834145,5463.773504
1211799.72541745,5464.66048
1211799.87132615,5464.806496
