1208486.74428305,2151.615488
1208486.78934945,2151.66048
1208487.15131615,2152.022496
1208487.63231205,2152.503488
1208487.73832715,2152.609504
1208488.31233435,2153.183488
1208488.82628685,2153.697504
1208488.93143345,2153.803488
1208489.00933055,2153.88048
1208489.04333935,2153.914496
1208490.03022245,2154.901504
1208490.68321565,2155.554496
1208491.25834275,2156.129504
1208492.07320435,2156.94448
1208492.89131325,2157.763488
1208493.87429485,2158.746496
1208494.35031335,2159.222496
1208494.46012645,2159.331488
1208494.86435135,2159.73648
1208495.76918075,2160.64048
1208496.06713355,2160.938496
1208496.75917575,2161.630496
1208497.11908445,2161.990496
1208498.06914375,2162.94048
1208498.58219185,2163.454496
1208499.24603005,2164.117504
1208499.60404645,2164.475488
1208499.82200875,2164.693504
1208500.38517345,2165.257504
1208501.24598755,2166.117504
1208501.90504795,2166.77648
1208502.84108245,2167.713504
1208503.64996675,2168.521504
1208503.83597005,2168.707488
1208504.22594805,2169.097504
1208504.60808585,2169.48048
1208505.24615215,2170.118496
1208506.16896995,2171.04048
1208506.38893905,2171.26048
1208506.90493525,2171.77648
1208506.96491495,2171.83648
1208506.97491555,2171.846496
1208507.70689775,2172.578496
1208507.94489295,2172.81648
1208508.45895255,2173.331488
1208508.51190845,2173.383488
1208508.93297045,2173.80448
1208509.39898305,2174.271488
1208509.82092445,2174.693504
1208510.53701175,2175.409504
1208511.4349851,2176.307488
1208512.2809633,2177.15248
1208512.9667599,2177.838496
1208513.1028577,2177.974496
1208514.031924,2178.90448
1208514.7258668,2179.598496
1208515.4289448,2180.301504
1208515.8517104,2180.723488
1208516.836802,2181.70848
1208517.274757,2182.146496
1208517.4916682,2182.363488
1208517.7877757,2182.659488
1208518.349755,2183.221504
1208518.5687937,2183.44048
1208518.944756,2183.81648
1208519.0066601,2183.878496
1208519.8668806,2184.739488
1208520.2567263,2185.129504
1208520.6816903,2185.553504
1208521.1167913,2185.989504
1208521.479809,2186.35248
1208522.0395656,2186.911488
1208522.931553,2187.803488
1208523.8066574,2188.678496
1208524.6516294,2189.523488
