462.353984,ON
464.152992,OFF
465.940992,ON
467.086976,OFF
468.774976,ON
470.72,OFF
472.552992,ON
473.208,OFF
474.774976,ON
476.098976,OFF
477.9,ON
478.644,OFF
480.354976,ON
481.877984,OFF
482.622976,ON
484.110976,OFF
486.12,ON
488.054976,OFF
488.986976,ON
490.176992,OFF
491.497984,ON
493.186976,OFF
494.788992,ON
495.385984,OFF
496.932992,ON
497.564992,OFF
499.221984,ON
499.842976,OFF
501.097984,ON
502.998976,OFF
504.076,ON
505.364992,OFF
506.365984,ON
508.208992,OFF
509.688992,ON
511.452,OFF
513.429984,ON
514.862976,OFF
516.296992,ON
517.329984,OFF
518.508,ON
519.196,OFF
520.296992,ON
521.852,OFF
522.408992,ON
523.705984,OFF
524.817984,ON
526.534976,OFF
527.452992,ON
528.721984,OFF
530.300992,ON
532.1,OFF
532.956,ON
533.845984,OFF
534.956,ON
535.766976,OFF
536.945984,ON
538.421984,OFF
540.344992,ON
541.466976,OFF
542.356992,ON
544.017984,OFF
544.608992,ON
546.184992,OFF
548.121984,ON
550.02,OFF
551.285984,ON
552.318976,OFF
553.597984,ON
555.332,OFF
555.876,ON
557.665984,OFF
559.336,ON
560.322976,OFF
561.610976,ON
562.389984,OFF
564.188,ON
564.7,OFF
566.177984,ON
567.213984,OFF
568.056992,ON
568.624,OFF
569.312,ON
571.301984,OFF
572.234976,ON
573.956,OFF
575.592,ON
576.892,OFF
578.056,ON
579.613984,OFF
581.368,ON
582.98,OFF
584.178976,ON
585.700992,OFF
586.376992,ON
587.656,OFF
588.422976,ON
589.777984,OFF
591.177984,ON
591.710976,OFF
593.668,ON
594.821984,OFF
596.210976,ON
597.665984,OFF
599.044,ON
599.632992,OFF
601.189984,ON
602.002976,OFF
602.688992,ON
604.121984,OFF
604.965984,ON
606.5,OFF
608.466976,ON
609.310976,OFF
610.622976,ON
612.077984,OFF
613.688992,ON
615.168992,OFF
616.046976,ON
617.924992,OFF
619.74,ON
621.601984,OFF
622.858976,ON
624.512992,OFF
626.212992,ON
627.724992,OFF
629.345984,ON
629.989984,OFF
631.78,ON
633.08,OFF
633.690976,ON
635.234976,OFF
636.869984,ON
638.18,OFF
639.690976,ON
640.801984,OFF
642.657984,ON
644.08,OFF
645.312992,ON
646.792,OFF
647.490976,ON
649.38,OFF
650.657984,ON
652.08,OFF
652.845984,ON
653.601984,OFF
655.090976,ON
655.857984,OFF
657.146976,ON
658.957984,OFF
659.524992,ON
661.224,OFF
662.257984,ON
663.814976,OFF
665.412992,ON
666.612992,OFF
668.080992,ON
670.045984,OFF
671.136,ON
672.880992,OFF
673.58,ON
674.546976,OFF
675.924992,ON
677.312992,OFF
679.08,ON
680.601984,OFF
681.758976,ON
682.745984,OFF
684.421984,ON
685.800992,OFF
687.456992,ON
689.446976,OFF
691.324,ON
691.977984,OFF
692.924,ON
693.910976,OFF
694.733984,ON
695.980992,OFF
696.5,ON
697.277984,OFF
697.977984,ON
699.968992,OFF
701.325984,ON
703.290976,OFF
704.768992,ON
706.724992,OFF
707.436,ON
708.801984,OFF
710.46,ON
711.346976,OFF
713.036992,ON
713.725984,OFF
714.424992,ON
715.157984,OFF
716.745984,ON
717.412992,OFF
718.24,ON
718.826976,OFF
719.805984,ON
720.404992,OFF
722.338976,ON
724.092,OFF
725.646976,ON
726.681984,OFF
728.457984,ON
730.257984,OFF
732.136,ON
734.057984,OFF
734.68,ON
736.648,OFF
737.98,ON
738.869984,OFF
739.592992,ON
741.536992,OFF
742.902976,ON
743.704992,OFF
745.502976,ON
747.268992,OFF
748.424992,ON
750.38,OFF
752.113984,ON
753.092,OFF
754.413984,ON
755.214976,OFF
756.302976,ON
757.236,OFF
759.146976,ON
760.157984,OFF
761.124992,ON
763.08,OFF
764.532,ON
765.298976,OFF
766.044,ON
767.188992,OFF
768.932,ON
770.521984,OFF
771.498976,ON
772.232,OFF
773.776,ON
775.364,OFF
775.964,ON
777.086976,OFF
778.676992,ON
779.957984,OFF
781.856992,ON
782.778976,OFF
783.334976,ON
785.133984,OFF
786.456992,ON
787.390976,OFF
788.045984,ON
789.278976,OFF
790.978976,ON
792.824,OFF
794.734976,ON
795.434976,OFF
797.389984,ON
798.068,OFF
799.190976,ON
800.769984,OFF
801.580992,ON
802.748,OFF
803.826976,ON
805.292,OFF
805.836,ON
807.780992,OFF
809.458976,ON
810.936992,OFF
811.592992,ON
813.158976,OFF
814.613984,ON
815.248,OFF
816.902976,ON
818.280992,OFF
819.436,ON
821.369984,OFF
822.870976,ON
824.714976,OFF
826.648,ON
827.314976,OFF
828.825984,ON
830.749984,OFF
832.036992,ON
833.080992,OFF
834.138976,ON
834.702976,OFF
836.404,ON
837.204,OFF
838.548,ON
839.825984,OFF
841.162976,ON
842.916,OFF
844.734976,ON
845.924,OFF
847.812992,ON
849.624,OFF
850.246976,ON
851.901984,OFF
853.368992,ON
854.292,OFF
855.992,ON
856.592,OFF
857.124,ON
858.257984,OFF
860.236,ON
860.925984,OFF
862.725984,ON
863.236992,OFF
863.814976,ON
865.660992,OFF
866.869984,ON
868.336992,OFF
869.948,ON
871.180992,OFF
872.236992,ON
874.114976,OFF
875.014976,ON
876.882976,OFF
877.992992,ON
878.714976,OFF
879.448,ON
880.068,OFF
880.669984,ON
881.224,OFF
883.212992,ON
885.068992,OFF
885.780992,ON
887.346976,OFF
889.002976,ON
890.368992,OFF
892.346976,ON
894.113984,OFF
895.648992,ON
896.725984,OFF
898.433984,ON
899.160992,OFF
900.236992,ON
901.336992,OFF
902.992,ON
903.893984,OFF
904.768992,ON
905.434976,OFF
906.046976,ON
907.501984,OFF
909.224992,ON
911.136,OFF
912.246976,ON
913.712992,OFF
914.524,ON
915.724,OFF
917.245984,ON
918.18,OFF
919.580992,ON
920.292992,OFF
921.114976,ON
922.392992,OFF
923.469984,ON
924.936992,OFF
926.116,ON
927.125984,OFF
928.56,ON
929.36,OFF
929.937984,ON
931.458976,OFF
933.06,ON
934.436992,OFF
935.348,ON
935.890976,OFF
937.113984,ON
937.948,OFF
939.502976,ON
940.192992,OFF
941.293984,ON
942.848992,OFF
943.926976,ON
944.572992,OFF
945.581984,ON
946.225984,OFF
